"Domain","CustomerId","Action","Cancelled","Failed","AzureSkipped","Details"
"otuwacne103941.onmicrosoft.com","f4527b2e-cdb1-4957-86b4-1f50ac972841","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103940.onmicrosoft.com","2b455926-da39-4cae-b189-fac4ed293f80","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103939.onmicrosoft.com","0ad6b347-2740-4979-af96-63127115f165","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103938.onmicrosoft.com","6a55c4e8-7a10-4373-bec5-e132a847a54b","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103937.onmicrosoft.com","91be7a1f-489d-411b-b325-6057a9c36c70","SKIP","0","0","1","Only Azure subscriptions"
"otuwacne103936.onmicrosoft.com","76dba37f-9699-4885-b9d9-ed852ae5f835","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103935.onmicrosoft.com","d4832ddc-1212-49ce-bee5-a93fca8040c5","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103934.onmicrosoft.com","c082ef81-04c3-40da-acb3-acc206ff1210","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103933.onmicrosoft.com","cdb32e64-7227-4c22-8533-93ab591d62e0","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103932.onmicrosoft.com","508cf1ab-b621-4af2-83a9-c7b3905126a3","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103931.onmicrosoft.com","7fe98fbc-d0f4-4922-b365-4834e69463a9","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103930.onmicrosoft.com","9539a55d-3f7e-497f-812c-549f0b02a0a9","SKIP","0","0","1","Only Azure subscriptions"
"otuwacne103929.onmicrosoft.com","2d32005e-debb-4307-9225-22c44c80b196","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103928.onmicrosoft.com","0609e4d7-751c-4907-a300-be64411d9436","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103927.onmicrosoft.com","1778b86d-7055-4ecb-9139-598f675ca101","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103926.onmicrosoft.com","8432a64e-a339-4256-a33e-d61c099f3734","SKIP","0","0","1","Only Azure subscriptions"
"otuwacne103925.onmicrosoft.com","3ff9236f-a25e-4843-b191-898764f35a70","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103924.onmicrosoft.com","ce9e87cb-eaae-4a44-8bef-df96334ed4f0","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103923.onmicrosoft.com","1ef49286-1e9a-407f-8918-9a669b8d92de","PARTIAL/ERROR","0","4","1","Targets=4; AzureSkipped=1"
"otuwacne103922.onmicrosoft.com","d727d293-c771-4a04-b151-0d2a585cb2a8","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103921.onmicrosoft.com","68eb9f36-7912-437e-9e62-08e46b15b0ac","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103920.onmicrosoft.com","da9254b8-a2b9-4a50-991c-7888b6aaad09","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103919.onmicrosoft.com","14082785-18ab-4187-b20b-298c462d8727","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103918.onmicrosoft.com","a1100c26-f2b3-410d-890a-7c14aacf020b","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103917.onmicrosoft.com","a23b8f48-de7b-466c-8526-66cfbbb84d36","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103916.onmicrosoft.com","62658a69-d3c7-4cd0-bed7-5074dd2112dd","PARTIAL/ERROR","0","1","1","Targets=1; AzureSkipped=1"
"otuwamsb105230.onmicrosoft.com","5844448d-914f-4e92-bbb1-f1593f977add","ERROR","0","1","0","An error occurred while sending the request."
"otuwamsb105229.onmicrosoft.com","c82756c7-718c-474b-b771-7232a176bf91","ERROR","0","1","0","An error occurred while sending the request."
"otuwamsb105228.onmicrosoft.com","84b99fa8-3247-415c-9851-d27a10766a5e","SKIP","0","0","1","Only Azure subscriptions"
"otuwamsb105226.onmicrosoft.com","81f5bf38-3fed-4f42-bdcd-5c77867cd621","SKIP","0","0","1","Only Azure subscriptions"
"otuwamsb105225.onmicrosoft.com","3e6f0842-e615-4808-9270-6b966df41d47","SKIP","0","0","1","Only Azure subscriptions"
"otuwamsb105224.onmicrosoft.com","e3b087ee-1cce-4ce4-a343-01e0f41e636e","SKIP","0","0","1","Only Azure subscriptions"
"otuwamsb105223.onmicrosoft.com","5c267637-ac7d-4a5f-85d3-5b7e889858e6","SKIP","0","0","1","Only Azure subscriptions"
"otuwamsb105222.onmicrosoft.com","5ec9d0c7-955d-45ef-81a8-70ec8f91b57d","SKIP","0","0","1","Only Azure subscriptions"
"otuwamsb105221.onmicrosoft.com","384256f0-2bf4-4ece-b56e-669dbc40c144","SKIP","0","0","1","Only Azure subscriptions"
"otuwamsb105220.onmicrosoft.com","a8943aff-33c7-47da-8f21-2bb2967ce92e","SKIP","0","0","1","Only Azure subscriptions"
"otuwamsb105219.onmicrosoft.com","a0cf8f96-1ac5-4afd-8db5-c9409eb97ec6","SKIP","0","0","1","Only Azure subscriptions"
"otuwamsb105218.onmicrosoft.com","8ae0b0ec-7afd-497c-8daa-f3c49e838fee","SKIP","0","0","1","Only Azure subscriptions"
"otuwamsb105217.onmicrosoft.com","3493a69c-0640-45df-8242-3fdc33638b73","SKIP","0","0","1","Only Azure subscriptions"
"otuwamsb105216.onmicrosoft.com","dfee0df5-2ed4-4dab-ae55-8d2cae4246ad","SKIP","0","0","1","Only Azure subscriptions"
"otuwamsb105215.onmicrosoft.com","9259102a-27c4-469e-8509-5ada5fa942d2","SKIP","0","0","1","Only Azure subscriptions"
"otuwamsb105214.onmicrosoft.com","072a4eb6-06f2-4514-b1a5-40cd474e5b32","SKIP","0","0","1","Only Azure subscriptions"
"otuwamsb105213.onmicrosoft.com","f2d98d65-9507-4902-8c4d-e9b66ae73e94","SKIP","0","0","1","Only Azure subscriptions"
"otuwamsb105212.onmicrosoft.com","c06bb166-2d53-49ab-b4a1-224e72ea8e3d","SKIP","0","0","1","Only Azure subscriptions"
"otuwamsb105211.onmicrosoft.com","b219a7f1-5bd1-4c8d-b83c-b2542c3ffb12","SKIP","0","0","1","Only Azure subscriptions"
"otuwacne103915.onmicrosoft.com","b13069f4-5126-478d-9c3f-585311924e1b","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103914.onmicrosoft.com","a761d25e-9540-4ae9-b421-1c730b77b9b7","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103913.onmicrosoft.com","60033a35-2afe-4cfd-9a47-9a620404aa31","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103912.onmicrosoft.com","d8bde6b6-8f34-49d3-bbe7-d5b9d70a633f","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103911.onmicrosoft.com","ade4696c-6d14-48ad-92d5-ec4e4f02e939","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103910.onmicrosoft.com","4d5890e4-6964-4e9b-b3ab-05ca61bb17da","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103909.onmicrosoft.com","4a45c1d2-a5f3-48e6-99ff-ff208240cb71","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103908.onmicrosoft.com","ccd0895e-cbee-4d9f-b863-2eba23c9ecfc","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103907.onmicrosoft.com","c8f6549b-750c-4520-b088-9f60487ddc41","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103906.onmicrosoft.com","d9b27f9e-99ba-4f26-9411-203e5ef21a7a","SKIP","0","0","1","Only Azure subscriptions"
"otuwacne103905.onmicrosoft.com","b38f5fbd-5d6e-4139-a229-e0f40e1816b0","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103904.onmicrosoft.com","0898782a-cdd6-458e-a97d-1489271b942d","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103903.onmicrosoft.com","f01cdb30-e142-4b5b-864a-7e8acfb1e550","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103902.onmicrosoft.com","92c7d10b-fc4b-419c-a770-e8686379a052","SKIP","0","0","1","Only Azure subscriptions"
"otuwacne103901.onmicrosoft.com","fd702382-640e-4472-9674-e78aa7e7852f","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103900.onmicrosoft.com","e4a6773c-7631-47e7-bd97-a9c6a07470fc","SKIP","0","0","1","Only Azure subscriptions"
"otuwacne103899.onmicrosoft.com","9fd076b2-76ad-4b6f-85d2-6cc8afbd810c","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103898.onmicrosoft.com","2532cb95-80a3-4fa3-b555-295437d451cd","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103897.onmicrosoft.com","5235136c-0b5b-4ea2-ad36-eb0283192b13","SKIP","0","0","1","Only Azure subscriptions"
"otuwacne103896.onmicrosoft.com","29ad9ccc-95e3-4228-8379-605b6b8e5e12","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103895.onmicrosoft.com","cc624eac-476b-49bf-9559-7225de43850f","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103894.onmicrosoft.com","a921d03c-fbb5-4129-ae00-6d3e6fcf81a7","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103893.onmicrosoft.com","ec56821f-5f6d-4b2a-9a3c-b7029424139d","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
"otuwacne103892.onmicrosoft.com","3ac2ca41-8797-40fa-8aad-cf541dc22fa1","SKIP","0","0","1","Only Azure subscriptions"
"otuwacne103891.onmicrosoft.com","238850da-67d5-41ec-8b3a-1a4bbc3598f9","CANCELLED","1","0","1","Targets=1; AzureSkipped=1"
