"CustomerName","CustomerId","Domain","LicenseSKU","SkuPartNumber","ActiveUnits","ConsumedUnits","AvailableUnits","SuspendedUnits","WarningUnits","Status"
"OTU WA CNE - 104129","b0d477f6-1dc1-4c03-9c5d-c46e208a8a50","otuwacne104129.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104129","b0d477f6-1dc1-4c03-9c5d-c46e208a8a50","otuwacne104129.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104129","b0d477f6-1dc1-4c03-9c5d-c46e208a8a50","otuwacne104129.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104128","5f1d34cd-eb20-46cf-99a2-01730a781c47","otuwacne104128.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104128","5f1d34cd-eb20-46cf-99a2-01730a781c47","otuwacne104128.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104128","5f1d34cd-eb20-46cf-99a2-01730a781c47","otuwacne104128.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104128","5f1d34cd-eb20-46cf-99a2-01730a781c47","otuwacne104128.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104126","1c5dca03-f1ac-4abf-a7af-087b59247da7","otuwacne104126.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104126","1c5dca03-f1ac-4abf-a7af-087b59247da7","otuwacne104126.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104126","1c5dca03-f1ac-4abf-a7af-087b59247da7","otuwacne104126.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104126","1c5dca03-f1ac-4abf-a7af-087b59247da7","otuwacne104126.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104125","ecec07ef-7622-4d94-ada4-010a62cad57c","otuwacne104125.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104125","ecec07ef-7622-4d94-ada4-010a62cad57c","otuwacne104125.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104125","ecec07ef-7622-4d94-ada4-010a62cad57c","otuwacne104125.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104125","ecec07ef-7622-4d94-ada4-010a62cad57c","otuwacne104125.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104124","569fd133-643c-4170-a080-04dd78f906f7","otuwacne104124.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104124","569fd133-643c-4170-a080-04dd78f906f7","otuwacne104124.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104124","569fd133-643c-4170-a080-04dd78f906f7","otuwacne104124.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104124","569fd133-643c-4170-a080-04dd78f906f7","otuwacne104124.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104123","c3800da4-49e2-448d-9aac-2288114a1bc2","otuwacne104123.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104123","c3800da4-49e2-448d-9aac-2288114a1bc2","otuwacne104123.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104123","c3800da4-49e2-448d-9aac-2288114a1bc2","otuwacne104123.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104123","c3800da4-49e2-448d-9aac-2288114a1bc2","otuwacne104123.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104122","6e05c535-b728-451c-9a0e-97db7f673313","otuwacne104122.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104122","6e05c535-b728-451c-9a0e-97db7f673313","otuwacne104122.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104122","6e05c535-b728-451c-9a0e-97db7f673313","otuwacne104122.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104122","6e05c535-b728-451c-9a0e-97db7f673313","otuwacne104122.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104121","fb1811e9-49d6-4f36-9cfa-9736068ff1c3","otuwacne104121.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104121","fb1811e9-49d6-4f36-9cfa-9736068ff1c3","otuwacne104121.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104121","fb1811e9-49d6-4f36-9cfa-9736068ff1c3","otuwacne104121.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104121","fb1811e9-49d6-4f36-9cfa-9736068ff1c3","otuwacne104121.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104120","3893deb4-f0fb-4ed9-b757-e61dfa8b3e56","otuwacne104120.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104120","3893deb4-f0fb-4ed9-b757-e61dfa8b3e56","otuwacne104120.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104120","3893deb4-f0fb-4ed9-b757-e61dfa8b3e56","otuwacne104120.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104120","3893deb4-f0fb-4ed9-b757-e61dfa8b3e56","otuwacne104120.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104119","3be3e040-71c5-44fb-b4dc-7bef5c379b15","otuwacne104119.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104119","3be3e040-71c5-44fb-b4dc-7bef5c379b15","otuwacne104119.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104119","3be3e040-71c5-44fb-b4dc-7bef5c379b15","otuwacne104119.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104119","3be3e040-71c5-44fb-b4dc-7bef5c379b15","otuwacne104119.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104118","bda74783-ac25-4e0c-8819-7b3e5bb8a334","otuwacne104118.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104118","bda74783-ac25-4e0c-8819-7b3e5bb8a334","otuwacne104118.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104118","bda74783-ac25-4e0c-8819-7b3e5bb8a334","otuwacne104118.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104118","bda74783-ac25-4e0c-8819-7b3e5bb8a334","otuwacne104118.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104117","89488c30-61d2-4fe6-a3be-d6cd958e117e","otuwacne104117.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104117","89488c30-61d2-4fe6-a3be-d6cd958e117e","otuwacne104117.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104117","89488c30-61d2-4fe6-a3be-d6cd958e117e","otuwacne104117.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104117","89488c30-61d2-4fe6-a3be-d6cd958e117e","otuwacne104117.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104116","071e107f-2c66-4d45-aba1-c89db3e330ad","otuwacne104116.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104116","071e107f-2c66-4d45-aba1-c89db3e330ad","otuwacne104116.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104116","071e107f-2c66-4d45-aba1-c89db3e330ad","otuwacne104116.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104116","071e107f-2c66-4d45-aba1-c89db3e330ad","otuwacne104116.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104115","a8a5bc5b-f340-4f94-8ccc-aa2584c9990c","otuwacne104115.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104115","a8a5bc5b-f340-4f94-8ccc-aa2584c9990c","otuwacne104115.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104115","a8a5bc5b-f340-4f94-8ccc-aa2584c9990c","otuwacne104115.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104115","a8a5bc5b-f340-4f94-8ccc-aa2584c9990c","otuwacne104115.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104114","1039fe82-b430-4ea1-8e5e-b480d95cd15a","otuwacne104114.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104114","1039fe82-b430-4ea1-8e5e-b480d95cd15a","otuwacne104114.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104114","1039fe82-b430-4ea1-8e5e-b480d95cd15a","otuwacne104114.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104114","1039fe82-b430-4ea1-8e5e-b480d95cd15a","otuwacne104114.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104113","a4746cf3-e9be-4060-9657-1aaa2af0012b","otuwacne104113.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104113","a4746cf3-e9be-4060-9657-1aaa2af0012b","otuwacne104113.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104113","a4746cf3-e9be-4060-9657-1aaa2af0012b","otuwacne104113.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104113","a4746cf3-e9be-4060-9657-1aaa2af0012b","otuwacne104113.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104112","d40beacd-20c1-422b-853a-ef84450b9ac7","otuwacne104112.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104112","d40beacd-20c1-422b-853a-ef84450b9ac7","otuwacne104112.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104112","d40beacd-20c1-422b-853a-ef84450b9ac7","otuwacne104112.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104112","d40beacd-20c1-422b-853a-ef84450b9ac7","otuwacne104112.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104111","66ae8b26-1fa0-4041-8eb4-0379ab27cde7","otuwacne104111.onmicrosoft.com",,,"1","1","0","1","0","OK"
"OTU WA CNE - 104111","66ae8b26-1fa0-4041-8eb4-0379ab27cde7","otuwacne104111.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104111","66ae8b26-1fa0-4041-8eb4-0379ab27cde7","otuwacne104111.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104111","66ae8b26-1fa0-4041-8eb4-0379ab27cde7","otuwacne104111.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104110","87a94d19-c052-4609-a60b-d1b6e8780e72","otuwacne104110.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104110","87a94d19-c052-4609-a60b-d1b6e8780e72","otuwacne104110.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104110","87a94d19-c052-4609-a60b-d1b6e8780e72","otuwacne104110.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104110","87a94d19-c052-4609-a60b-d1b6e8780e72","otuwacne104110.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104109","40e3ec6d-6854-4956-b079-6c6422460edf","otuwacne104109.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104109","40e3ec6d-6854-4956-b079-6c6422460edf","otuwacne104109.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104109","40e3ec6d-6854-4956-b079-6c6422460edf","otuwacne104109.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104109","40e3ec6d-6854-4956-b079-6c6422460edf","otuwacne104109.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104108","b275cdc4-7e0e-4120-9e01-ab42741fc6aa","otuwacne104108.onmicrosoft.com",,,"1","1","0","1","0","OK"
"OTU WA CNE - 104108","b275cdc4-7e0e-4120-9e01-ab42741fc6aa","otuwacne104108.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104108","b275cdc4-7e0e-4120-9e01-ab42741fc6aa","otuwacne104108.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104108","b275cdc4-7e0e-4120-9e01-ab42741fc6aa","otuwacne104108.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104107","36d0b1fc-cf54-4db5-bad9-52acf31bb1e3","otuwacne104107.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104107","36d0b1fc-cf54-4db5-bad9-52acf31bb1e3","otuwacne104107.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104107","36d0b1fc-cf54-4db5-bad9-52acf31bb1e3","otuwacne104107.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104107","36d0b1fc-cf54-4db5-bad9-52acf31bb1e3","otuwacne104107.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104106","da6307bd-eed0-4402-89b8-0f5cec6c93f3","otuwacne104106.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104106","da6307bd-eed0-4402-89b8-0f5cec6c93f3","otuwacne104106.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104106","da6307bd-eed0-4402-89b8-0f5cec6c93f3","otuwacne104106.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104106","da6307bd-eed0-4402-89b8-0f5cec6c93f3","otuwacne104106.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104105","7527fd43-9ae6-4828-8acb-1477c5b38822","otuwacne104105.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104105","7527fd43-9ae6-4828-8acb-1477c5b38822","otuwacne104105.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104105","7527fd43-9ae6-4828-8acb-1477c5b38822","otuwacne104105.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104105","7527fd43-9ae6-4828-8acb-1477c5b38822","otuwacne104105.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104104","24c99700-fdc7-45f8-a8c2-33c0c28abec8","otuwacne104104.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104104","24c99700-fdc7-45f8-a8c2-33c0c28abec8","otuwacne104104.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104104","24c99700-fdc7-45f8-a8c2-33c0c28abec8","otuwacne104104.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104104","24c99700-fdc7-45f8-a8c2-33c0c28abec8","otuwacne104104.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104103","cd16277f-fbbb-4f3b-8880-591e19913111","otuwacne104103.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104103","cd16277f-fbbb-4f3b-8880-591e19913111","otuwacne104103.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104103","cd16277f-fbbb-4f3b-8880-591e19913111","otuwacne104103.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104103","cd16277f-fbbb-4f3b-8880-591e19913111","otuwacne104103.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104102","cd591841-6899-48ac-b3e5-cf74dcb8adce","otuwacne104102.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104102","cd591841-6899-48ac-b3e5-cf74dcb8adce","otuwacne104102.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104102","cd591841-6899-48ac-b3e5-cf74dcb8adce","otuwacne104102.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104102","cd591841-6899-48ac-b3e5-cf74dcb8adce","otuwacne104102.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104101","89aad810-ad6f-4ff0-9d86-adbef742e953","otuwacne104101.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104101","89aad810-ad6f-4ff0-9d86-adbef742e953","otuwacne104101.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104101","89aad810-ad6f-4ff0-9d86-adbef742e953","otuwacne104101.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104101","89aad810-ad6f-4ff0-9d86-adbef742e953","otuwacne104101.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104100","ffa720c8-8323-40c0-beb7-05e89a8becbe","otuwacne104100.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104100","ffa720c8-8323-40c0-beb7-05e89a8becbe","otuwacne104100.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104100","ffa720c8-8323-40c0-beb7-05e89a8becbe","otuwacne104100.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104100","ffa720c8-8323-40c0-beb7-05e89a8becbe","otuwacne104100.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104098","e4dd101a-fac1-44bb-a00e-90f9e6985165","otuwacne104098.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104098","e4dd101a-fac1-44bb-a00e-90f9e6985165","otuwacne104098.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104098","e4dd101a-fac1-44bb-a00e-90f9e6985165","otuwacne104098.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104098","e4dd101a-fac1-44bb-a00e-90f9e6985165","otuwacne104098.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104097","b54d1da8-1c46-4fa0-971b-94c6ff10f50a","otuwacne104097.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104097","b54d1da8-1c46-4fa0-971b-94c6ff10f50a","otuwacne104097.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104097","b54d1da8-1c46-4fa0-971b-94c6ff10f50a","otuwacne104097.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104097","b54d1da8-1c46-4fa0-971b-94c6ff10f50a","otuwacne104097.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104096","c4bf8931-ec00-4f7c-a81d-698796ab6b24","otuwacne104096.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104096","c4bf8931-ec00-4f7c-a81d-698796ab6b24","otuwacne104096.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104096","c4bf8931-ec00-4f7c-a81d-698796ab6b24","otuwacne104096.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104096","c4bf8931-ec00-4f7c-a81d-698796ab6b24","otuwacne104096.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104095","1d13c70e-5030-49dc-b89c-4d6c2d17ea82","otuwacne104095.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104095","1d13c70e-5030-49dc-b89c-4d6c2d17ea82","otuwacne104095.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104095","1d13c70e-5030-49dc-b89c-4d6c2d17ea82","otuwacne104095.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104095","1d13c70e-5030-49dc-b89c-4d6c2d17ea82","otuwacne104095.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104094","e7007ca9-c6c8-42f7-afcb-741d10b928a8","otuwacne104094.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104094","e7007ca9-c6c8-42f7-afcb-741d10b928a8","otuwacne104094.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104094","e7007ca9-c6c8-42f7-afcb-741d10b928a8","otuwacne104094.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104094","e7007ca9-c6c8-42f7-afcb-741d10b928a8","otuwacne104094.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104093","614d81ce-ff26-41b6-9cbf-be7175ea33a1","otuwacne104093.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104093","614d81ce-ff26-41b6-9cbf-be7175ea33a1","otuwacne104093.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104093","614d81ce-ff26-41b6-9cbf-be7175ea33a1","otuwacne104093.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104093","614d81ce-ff26-41b6-9cbf-be7175ea33a1","otuwacne104093.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104091","0fbb23d4-9235-4591-9781-ec45aeb4f751","otuwacne104091.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104091","0fbb23d4-9235-4591-9781-ec45aeb4f751","otuwacne104091.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104091","0fbb23d4-9235-4591-9781-ec45aeb4f751","otuwacne104091.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104091","0fbb23d4-9235-4591-9781-ec45aeb4f751","otuwacne104091.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104090","3fb216ef-d15e-4bc1-b4e4-ff7df340a3c6","otuwacne104090.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104090","3fb216ef-d15e-4bc1-b4e4-ff7df340a3c6","otuwacne104090.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104090","3fb216ef-d15e-4bc1-b4e4-ff7df340a3c6","otuwacne104090.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104090","3fb216ef-d15e-4bc1-b4e4-ff7df340a3c6","otuwacne104090.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104089","38b4320e-2914-4d39-a1b0-f84d5cd00b4c","otuwacne104089.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104089","38b4320e-2914-4d39-a1b0-f84d5cd00b4c","otuwacne104089.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104089","38b4320e-2914-4d39-a1b0-f84d5cd00b4c","otuwacne104089.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104089","38b4320e-2914-4d39-a1b0-f84d5cd00b4c","otuwacne104089.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104088","13d54f97-dbc2-4bdc-8e63-73570156e316","otuwacne104088.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104088","13d54f97-dbc2-4bdc-8e63-73570156e316","otuwacne104088.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104088","13d54f97-dbc2-4bdc-8e63-73570156e316","otuwacne104088.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104088","13d54f97-dbc2-4bdc-8e63-73570156e316","otuwacne104088.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104087","41ebf7d4-d43f-4002-bf3c-a3e0a95602a9","otuwacne104087.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104087","41ebf7d4-d43f-4002-bf3c-a3e0a95602a9","otuwacne104087.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104087","41ebf7d4-d43f-4002-bf3c-a3e0a95602a9","otuwacne104087.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104087","41ebf7d4-d43f-4002-bf3c-a3e0a95602a9","otuwacne104087.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104086","f0d3645a-9cca-4708-8384-30e72a9ef7cb","otuwacne104086.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104086","f0d3645a-9cca-4708-8384-30e72a9ef7cb","otuwacne104086.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104086","f0d3645a-9cca-4708-8384-30e72a9ef7cb","otuwacne104086.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104086","f0d3645a-9cca-4708-8384-30e72a9ef7cb","otuwacne104086.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104085","b30055c9-27ae-4ede-ae7a-515d82f6e7d3","otuwacne104085.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104085","b30055c9-27ae-4ede-ae7a-515d82f6e7d3","otuwacne104085.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104085","b30055c9-27ae-4ede-ae7a-515d82f6e7d3","otuwacne104085.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104085","b30055c9-27ae-4ede-ae7a-515d82f6e7d3","otuwacne104085.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104084","79c7b966-de31-442d-bf0b-3d88382e79e8","otuwacne104084.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104084","79c7b966-de31-442d-bf0b-3d88382e79e8","otuwacne104084.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104084","79c7b966-de31-442d-bf0b-3d88382e79e8","otuwacne104084.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104084","79c7b966-de31-442d-bf0b-3d88382e79e8","otuwacne104084.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104083","99e0ff93-035f-419c-ad2c-52c76c2771d0","otuwacne104083.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104083","99e0ff93-035f-419c-ad2c-52c76c2771d0","otuwacne104083.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104083","99e0ff93-035f-419c-ad2c-52c76c2771d0","otuwacne104083.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104083","99e0ff93-035f-419c-ad2c-52c76c2771d0","otuwacne104083.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104082","5a54a022-ffd8-4b15-a641-cac2ba978e2f","otuwacne104082.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104082","5a54a022-ffd8-4b15-a641-cac2ba978e2f","otuwacne104082.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104082","5a54a022-ffd8-4b15-a641-cac2ba978e2f","otuwacne104082.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104082","5a54a022-ffd8-4b15-a641-cac2ba978e2f","otuwacne104082.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104081","88b000cc-65b0-45f9-a3d1-35d6fb306199","otuwacne104081.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104081","88b000cc-65b0-45f9-a3d1-35d6fb306199","otuwacne104081.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104081","88b000cc-65b0-45f9-a3d1-35d6fb306199","otuwacne104081.onmicrosoft.com",,,"0","3","0","5","0","OK"
