"CustomerName","CustomerId","Domain","LicenseSKU","SkuPartNumber","ActiveUnits","ConsumedUnits","AvailableUnits","SuspendedUnits","WarningUnits","Status"
"OTU WA CNE - 104133","e4a1f9f2-7af3-4974-98ab-9e83d5600a3a","otuwacne104133.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104132","8fe2827d-8b2b-4c93-bce5-a1551a1bd1dc","otuwacne104132.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104132","8fe2827d-8b2b-4c93-bce5-a1551a1bd1dc","otuwacne104132.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104132","8fe2827d-8b2b-4c93-bce5-a1551a1bd1dc","otuwacne104132.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104132","8fe2827d-8b2b-4c93-bce5-a1551a1bd1dc","otuwacne104132.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104131","a6dc2572-7b77-42a2-9b4e-57ec5bd268d7","otuwacne104131.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104131","a6dc2572-7b77-42a2-9b4e-57ec5bd268d7","otuwacne104131.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104131","a6dc2572-7b77-42a2-9b4e-57ec5bd268d7","otuwacne104131.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104131","a6dc2572-7b77-42a2-9b4e-57ec5bd268d7","otuwacne104131.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104130","ee754bde-eecb-49cb-8803-67e9a400d10d","otuwacne104130.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104130","ee754bde-eecb-49cb-8803-67e9a400d10d","otuwacne104130.onmicrosoft.com",,,"0","1","0","1","0","OK"
"OTU WA CNE - 104130","ee754bde-eecb-49cb-8803-67e9a400d10d","otuwacne104130.onmicrosoft.com",,,"0","3","0","5","0","OK"
"OTU WA CNE - 104130","ee754bde-eecb-49cb-8803-67e9a400d10d","otuwacne104130.onmicrosoft.com",,,"0","1","0","2","0","OK"
"OTU WA CNE - 104129","b0d477f6-1dc1-4c03-9c5d-c46e208a8a50","otuwacne104129.onmicrosoft.com",,,"0","1","0","1","0","OK"
